permitnumber,year,permitvalidfrom,permitvalidto,loaddescription,state,origin,destination,authorizedhighways,route_location_origin,route_intersection_origin,route_intersection_origin_x_coords,route_intersection_origin_y_coords,route_intersection_1,route_intersection_1_x_coords,route_intersection_1_y_coords,route_intersection_2,route_intersection_2_x_coords,route_intersection_2_y_coords,route_intersection_3,route_intersection_3_x_coords,route_intersection_3_y_coords,route_intersection_4,route_intersection_4_x_coords,route_intersection_4_y_coords,route_intersection_5,route_intersection_5_x_coords,route_intersection_5_y_coords,route_intersection_6,route_intersection_6_x_coords,route_intersection_6_y_coords,route_intersection_7,route_intersection_7_x_coords,route_intersection_7_y_coords,route_intersection_8,route_intersection_8_x_coords,route_intersection_8_y_coords,route_intersection_9,route_intersection_9_x_coords,route_intersection_9_y_coords,route_intersection_10,route_intersection_10_x_coords,route_intersection_10_y_coords,route_intersection_11,route_intersection_11_x_coords,route_intersection_11_y_coords,route_intersection_12,route_intersection_12_x_coords,route_intersection_12_y_coords,route_intersection_13,route_intersection_13_x_coords,route_intersection_13_y_coords,route_intersection_14,route_intersection_14_x_coords,route_intersection_14_y_coords,route_intersection_15,route_intersection_15_x_coords,route_intersection_15_y_coords,route_intersection_16,route_intersection_16_x_coords,route_intersection_16_y_coords,route_intersection_17,route_intersection_17_x_coords,route_intersection_17_y_coords,route_intersection_18,route_intersection_18_x_coords,route_intersection_18_y_coords,route_intersection_19,route_intersection_19_x_coords,route_intersection_19_y_coords,route_intersection_20,route_intersection_20_x_coords,route_intersection_20_y_coords,route_intersection_21,route_intersection_21_x_coords,route_intersection_21_y_coords,route_intersection_22,route_intersection_22_x_coords,route_intersection_22_y_coords,route_intersection_23,route_intersection_23_x_coords,route_intersection_23_y_coords
e23-027751,2023,04/09/2023,04/15/2023,GENERATOR ENCLOSURE,California,Az Line Hwy 62,Stanford,* from az line 62 - 062w - 095n - 040w - 015s - 058w - 099n - 058w - to mohawk st exit (mohawk st) ** from rosedale hwy/sidding rd - 043n - to buttonwillow/mckittrick exit (blue star memorial hwy) ** from tracy ave on ramp - 005n - 580w - 680s - 280n - to alpine rd exit (alpine rd e/b off ramp) *,"az line Az Line Hwy 62, California",SR-62 and Arizona Line,-114.299386,34.159885,SR-62 AND US-95,-114.574251,34.188511,I-40 AND US-95,-114.5969206,34.8240555,I-15 AND I-40,-117.008954,34.886545,I-15 AND SR-58,-117.076548,34.870725,SR-58 AND SR-99,-119.0395304,35.3526592,SR-58 AND SR-99,-119.0395304,35.3526592,SR-58 AND MOHAWK ST  (MOHAWK ST) ** FROM ROSEDALE HWY/SIDDING RD,,,MOHAWK ST  (MOHAWK ST) ** FROM ROSEDALE HWY/SIDDING RD AND SR-43,,,SR-43 AND BUTTONWILLOW/MCKITTRICK  (BLUE STAR MEMORIAL HWY) ** FROM TRACY AVE ON RAMP,,,BUTTONWILLOW/MCKITTRICK  (BLUE STAR MEMORIAL HWY) ** FROM TRACY AVE ON RAMP AND I-5,,,I-5 AND I-580,-121.340756,37.596558,I-580 AND I-680,-121.922687,37.700955,I-280 AND I-680,-121.851986,37.339644,I-280 AND ALPINE RD  (ALPINE RD E/B OFF RAMP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-044560,2023,05/28/2023,06/03/2023,CAT 637 SCRAPER,California,Palmdale,Wildomar,* from 165th st east - 138e - 18e - 15s - 91w - to lincoln ave s/b off ramp exit 49 * from lincoln ave s/b on ramp - 91e - 15s - to clinton keith rd e/b off ramp *,"165th st Palmdale, California",165th st and SR-138,-117.8353752,34.5060976,SR-18 AND SR-138,-117.289797,34.227983,I-15 AND SR-18,-117.300712,34.545369,I-15 AND SR-91,-117.547322,33.881866,SR-91 AND LINCOLN AVE S/B OFF RAMP  49 * FROM LINCOLN AVE S/B ON RAMP,,,LINCOLN AVE S/B OFF RAMP  49 * FROM LINCOLN AVE S/B ON RAMP AND SR-91,,,I-15 AND SR-91,-117.547322,33.881866,I-15 AND CLINTON KEITH RD E/B OFF RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-032008,2023,04/20/2023,04/26/2023,GENERATOR (WCS#1328214),California,Nv Line 80,San Leandro,* from nv line 80 - 080w - 005n - to rte 113 north/yuba city exit (east st w/b off ramp exit number 538) - from east st e/b on ramp - 005s - 113s - 080w - 680s - 580w - 238n - 880n - to marina blvd exit (marina blvd w/b off ramp exit number 33b) *,"nv line Nv Line 80, California",I-80 and Nevada Line,-120.0029073,39.4681518,I-5 AND I-80,-121.5171204,38.6248864,I-5 AND SR-113,-121.751637,38.685321,SR-113 AND EAST ST E/B ON RAMP,,,EAST ST E/B ON RAMP AND I-5,,,I-5 AND SR-113,-121.751637,38.685321,I-80 AND SR-113,-121.7702521,38.519704,I-80 AND I-680,-122.1379333,38.2163797,I-580 AND I-680,-121.922687,37.700955,SR-238 AND I-580,-122.097650,37.690007,SR-238 AND I-880,-122.134700,37.689526,I-880 AND MARINA BLVD  (MARINA BLVD W/B OFF RAMP  NUMBER 33B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-010062,2023,02/08/2023,02/14/2023,BELL B45E DUMP TRUCK,California,Newark,Sacramento,* from thornton ave w/b on ramp - 084n - 880n - to whipple rd exit (whipple rd e/b off ramp exit number 24) ** from industrial parkway w/b on ramp - 880n - 238s - 580e - 205e - 005n - to charter way exit (charter way e/b off ramp) * el dorado under 4 * fremont under 5* from pershing ave e/b on ramp - 005n - 050e - to sunrise blvd/fair oaks exit (sunrise blvd s/b off ramp exit number 18) *,"thornton ave Newark, California",thornton ave and SR-84,-122.0207025,37.5491954,SR-84 AND I-880,-122.030405,37.555958,I-880 AND WHIPPLE RD  (WHIPPLE RD E/B OFF RAMP  NUMBER 24) ** FROM INDUSTRIAL PARKWAY W/B ON RAMP,,,WHIPPLE RD  (WHIPPLE RD E/B OFF RAMP  NUMBER 24) ** FROM INDUSTRIAL PARKWAY W/B ON RAMP AND I-880,,,SR-238 AND I-880,-122.134700,37.689526,SR-238 AND I-580,-122.097650,37.690007,I-205 AND I-580,-121.566683,37.742415,I-5 AND I-205,-121.3212098,37.7747996,I-5 AND CHARTER WAY  (CHARTER WAY E/B OFF RAMP) * EL DORADO UNDER 4 * FREMONT UNDER 5* FROM PERSHING AVE E/B ON RAMP,,,CHARTER WAY  (CHARTER WAY E/B OFF RAMP) * EL DORADO UNDER 4 * FREMONT UNDER 5* FROM PERSHING AVE E/B ON RAMP AND I-5,,,I-5 AND US-50,-121.5108873,38.5682793,US-50 AND SUNRISE BLVD/FAIR OAKS  (SUNRISE BLVD S/B OFF RAMP  NUMBER 18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-007667,2023,02/02/2023,02/08/2023,B300 Casa Grande Drill Rig,California,West Sacramento,Sacramento,* from harbor blvd s/b on ramp - 50w - 80w - 113n - 5n - to rte 113 north/yuba city exit (east st w/b off ramp exit number 538) - from east st w/b on ramp - 5s - 80e - to watt ave s/b off ramp exit 94a * watt ave oc over 51 (bus 80/cap city frwy) * watt ave oc over 50 *,"harbor blvd West Sacramento, California",harbor blvd and US-50,-121.548666,38.575016,US-50 AND I-80,-121.563162,38.575806,I-80 AND SR-113,-121.7702521,38.519704,I-5 AND SR-113,-121.751637,38.685321,I-5 AND SR-113,-121.751637,38.685321,SR-113 AND EAST ST W/B ON RAMP,,,EAST ST W/B ON RAMP AND I-5,,,I-5 AND I-80,-121.5171204,38.6248864,I-80 AND WATT AVE S/B OFF RAMP  94A * WATT AVE OC OVER 51 (BUS 80/CAP CITY FRWY) * WATT AVE OC OVER 50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-032618,2023,04/23/2023,04/29/2023,SATELLITE CONTAINER,California,Az State Line,El Segundo,* from az line 8 - 008w - 086n - to treshill rd * from ralph rd - 086n - 010w - 015n - 210w - 605s - 105w - to nash st s/b off ramp exit 1d *,"az line Az State Line, California",I-8 and Arizona Line,-114.608218,32.698957,I-8 AND SR-86,-115.569496,32.773915,SR-86 AND TRESHILL RD * FROM RALPH RD,,,TRESHILL RD * FROM RALPH RD AND SR-86,,,I-10 AND SR-86,-116.1932279,33.7178667,I-10 AND I-15,-117.544920,34.067352,I-15 AND SR-210,-117.495885,34.136374,SR-210 AND I-605,-117.957446,34.134298,I-105 AND I-605,-118.1048384,33.9139358,I-105 AND NASH ST S/B OFF RAMP  1D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-025010,2023,03/30/2023,04/05/2023,MANUFACTURED BUILDING,California,Livermore,North Highlands,* from vasco rd n/b on ramp - 580e - 205e - to eleventh st e/b off ramp * from old us 50/11th st e/b on ramp - 005n - to hood franklin rd e/b off ramp exit 504 * from elk grove blvd w/b on ramp - 005n - to pocket rd exit (meadowview rd e/b off ramp exit 512) * florin rd oc over 99 * south watt ave across 16 * watt ave oc over 50 * watt ave oc over 51(bus 80/cap city fwy) * watt ave oc over 80 *,"vasco rd Livermore, California",vasco rd and I-580,-121.7237955,37.7090292,I-205 AND I-580,-121.566683,37.742415,I-205 AND ELEVENTH ST E/B OFF RAMP * FROM OLD US 50/11TH ST E/B ON RAMP,,,ELEVENTH ST E/B OFF RAMP * FROM OLD US 50/11TH ST E/B ON RAMP AND I-5,,,I-5 AND HOOD FRANKLIN RD E/B OFF RAMP  504 * FROM ELK GROVE BLVD W/B ON RAMP,,,HOOD FRANKLIN RD E/B OFF RAMP  504 * FROM ELK GROVE BLVD W/B ON RAMP AND I-5,,,I-5 AND POCKET RD  (MEADOWVIEW RD E/B OFF RAMP  512) * FLORIN RD OC OVER 99 * SOUTH WATT AVE ACROSS 16 * WATT AVE OC OVER 50 * WATT AVE OC OVER 51(BUS 80/CAP CITY FWY) * WATT AVE OC OVER 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e22-114784,2023,01/01/2023,01/07/2023,EDISON REEL TRUCK,California,Rialto,Arizona S/L & I-10,* from pepper ave s/b on ramp - 010e - to az line 10 exit *,"pepper ave Rialto, California",pepper ave and I-10,-117.3530859,34.0689718,I-10 AND AZ LINE 10,-114.5311155,33.6047178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-063924,2023,07/27/2023,08/02/2023,Hot Plant,California,Lakeside,Indio,* from slaughter house cyn rd/griffith rd - 067s - 008e - 111n - 078w - 086n - to dillon rd to rte 10 east exit (dillon rd e/b off ramp) *,"slaughter house cyn rd Lakeside, California",slaughter house cyn rd and SR-67,-116.9429071,32.9068163,I-8 AND SR-67,-116.962391,32.803048,I-8 AND SR-111,-115.501143,32.773791,SR-78 AND SR-111,-115.501324,32.978586,SR-78 AND SR-86,-115.855248,33.125824,SR-86 AND DILLON RD TO RTE 10 EAST  (DILLON RD E/B OFF RAMP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000951,2023,01/08/2023,01/14/2023,Manufactured Home SN41947A,California,Or/Ca Line 5,"134 Neptune Ave, Hayward",* from or line 5 - 5s - 505s - 80e - 50e - 5s - 205w - 580w - 680s - 262s (mission blvd) - 880n - to whipple rd exit (whipple rd e/b off ramp exit number 24) *,"or line Or/Ca Line 5, California",I-5 and Oregon Line,-122.6154688,42.0053774,I-5 AND I-505,-121.941668,38.849695,I-80 AND I-505,-121.9563057,38.370683,US-50 AND I-80,-121.563162,38.575806,I-5 AND US-50,-121.5108873,38.5682793,I-5 AND I-205,-121.3212098,37.7747996,I-205 AND I-580,-121.566683,37.742415,I-580 AND I-680,-121.922687,37.700955,SR-262 AND I-680,-121.923224,37.495525,SR-262 AND I-880,-121.936932,37.483656,I-880 AND WHIPPLE RD  (WHIPPLE RD E/B OFF RAMP  NUMBER 24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000952,2023,01/08/2023,01/14/2023,Manufactured Home SN41947B,California,Or/Ca Line 5,"134 Neptune Ave, Hayward",* from or line 5 - 5s - 505s - 80e - 50e - 5s - 205w - 580w - 680s - 262s (mission blvd) - 880n - to whipple rd exit (whipple rd e/b off ramp exit number 24) *,"or line Or/Ca Line 5, California",I-5 and Oregon Line,-122.6154688,42.0053774,I-5 AND I-505,-121.941668,38.849695,I-80 AND I-505,-121.9563057,38.370683,US-50 AND I-80,-121.563162,38.575806,I-5 AND US-50,-121.5108873,38.5682793,I-5 AND I-205,-121.3212098,37.7747996,I-205 AND I-580,-121.566683,37.742415,I-580 AND I-680,-121.922687,37.700955,SR-262 AND I-680,-121.923224,37.495525,SR-262 AND I-880,-121.936932,37.483656,I-880 AND WHIPPLE RD  (WHIPPLE RD E/B OFF RAMP  NUMBER 24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-021175,2023,03/19/2023,03/25/2023,TEXOMA 800 LT  DRILL RIG   PO#21084,California,San Francisco City,Livermore,* from sloat blvd @ san francisco zoo - 035n - 001s - 280s - 680n - 580e - to vasco rd s/b off ramp *,"sloat blvd San Francisco City, California",sloat blvd and SR-35,-122.489285,37.734128,SR-1 AND SR-35,-122.485056,37.668500,SR-1 AND I-280,-122.471526,37.677579,I-280 AND I-680,-121.851986,37.339644,I-580 AND I-680,-121.922687,37.700955,I-580 AND VASCO RD S/B OFF RAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e22-114858,2023,01/01/2023,01/07/2023,MOBILE OFFICE,California,Az Line I-40,Ceres,* from az line 40 - 040w - 015s - 058w - 099n - 058w - to mohawk st exit (mohawk st) ** from rosedale hwy/sidding rd - 043n - to buttonwillow/mckittrick exit (blue star memorial hwy) ** from tracy ave on ramp - 005n - 132e - to carpenter rd exit (carpenter rd) *,"az line Az Line I-40, California",I-10 and Arizona Line,-114.5309445,33.6047557,I-15 AND I-40,-117.008954,34.886545,I-15 AND SR-58,-117.076548,34.870725,SR-58 AND SR-99,-119.0395304,35.3526592,SR-58 AND SR-99,-119.0395304,35.3526592,SR-58 AND MOHAWK ST  (MOHAWK ST) ** FROM ROSEDALE HWY/SIDDING RD,,,MOHAWK ST  (MOHAWK ST) ** FROM ROSEDALE HWY/SIDDING RD AND SR-43,,,SR-43 AND BUTTONWILLOW/MCKITTRICK  (BLUE STAR MEMORIAL HWY) ** FROM TRACY AVE ON RAMP,,,BUTTONWILLOW/MCKITTRICK  (BLUE STAR MEMORIAL HWY) ** FROM TRACY AVE ON RAMP AND I-5,,,I-5 AND SR-132,-121.3430842,37.6377555,SR-132 AND CARPENTER RD  (CARPENTER RD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e22-114921,2023,01/01/2023,01/07/2023,45T CRANE,California,Fresno,San Luis Obispo,* from jensen ave w/b on ramp - 041s - 046w - 101s - to los osos valley rd exit (los osos valley rd e/b off ramp exit number 200) ** from farmhouse ln - 227s - to crestmont dr exit (crestmont dr) *,"jensen ave Fresno, California",jensen ave and SR-41,-119.7849696,36.7068539,SR-41 AND SR-46,-120.284462,35.734561,SR-46 AND US-101,-120.685089,35.642589,US-101 AND LOS OSOS VALLEY RD  (LOS OSOS VALLEY RD E/B OFF RAMP  NUMBER 200) ** FROM FARMHOUSE LN,,,LOS OSOS VALLEY RD  (LOS OSOS VALLEY RD E/B OFF RAMP  NUMBER 200) ** FROM FARMHOUSE LN AND SR-227,,,SR-227 AND CRESTMONT DR  (CRESTMONT DR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e22-114919,2023,01/01/2023,01/07/2023,TEREX C-1540P CONE CRUSHER,California,Concord,Rancho Cordova,* from railroad ave n/b on ramp - 004w - 680n - 080e - 050e - to sunrise blvd/fair oaks exit (sunrise blvd s/b off ramp exit number 18) *,"railroad ave Concord, California",railroad ave and SR-4,-121.8895123,38.0169287,SR-4 AND I-680,-122.069861,37.994566,I-80 AND I-680,-122.1379333,38.2163797,US-50 AND I-80,-121.563162,38.575806,US-50 AND SUNRISE BLVD/FAIR OAKS  (SUNRISE BLVD S/B OFF RAMP  NUMBER 18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000014,2023,01/02/2023,01/08/2023,LINKBELT RTC 8090 CRANE,California,Wilmington,Long Beach,* from e 223rd st e/b on ramp - 405s - to spring st exit (spring st w/b off ramp exit number 29a) *,"e 223rd st Wilmington, California",e 223rd st and I-405,-118.2252936,33.8243046,I-405 AND SPRING ST  (SPRING ST W/B OFF RAMP  NUMBER 29A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e22-115161,2023,01/02/2023,01/08/2023,Center Fuselage,California,"3250 E Ave M, Palmdale, Ca 93550",Az Line 40,* from ave `m` w/b on ramp - 014n - to business 58 east exit (mojave-barstow hwy (south jct)) ** from mojave-barstow hwy(e jct) n/b on ram - 058e - 015n - 040e - to az line 40 exit *,"ave 3250 E Ave M, Palmdale, Ca 93550, California",ave m and SR-14,-118.153236,34.645714,SR-14 AND BUSINESS 58 EAST  (MOJAVE,,,BUSINESS 58 EAST  (MOJAVE AND BARSTOW HWY (SOUTH JCT)) ** FROM MOJAVE,,,BARSTOW HWY (SOUTH JCT)) ** FROM MOJAVE AND BARSTOW HWY(E JCT) N/B ON RAM,,,BARSTOW HWY(E JCT) N/B ON RAM AND SR-58,,,I-15 AND SR-58,-117.076548,34.870725,I-15 AND I-40,-117.008954,34.886545,I-40 AND AZ LINE 40,-114.4878107,34.7171822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-002798,2023,01/15/2023,01/21/2023,LIGHT RAIL VEHICLE (ALSTOM METRO),California,Lawndale,Mare Island,* from rosecrans ave - 1n to imperial hwy * from imperial hwy n/b onramp - 105e - 605n - 10e - 57n - 210e - 15n - 395n - 58w to fairfax rd s/b offramp * from fairfax rd - 223w - 5n - 580w - 680n - 242n - 4w - 680n - 80w - 37w to mare island exit (walnut ave s/b offramp exit # 17) *,"rosecrans ave Lawndale, California",rosecrans ave and SR-1,-118.3961858,33.9018679,SR-1 AND I-105,-118.396097,33.931459,I-105 AND I-605,-118.1048384,33.9139358,I-10 AND I-605,-118.0000932,34.0650647,I-10 AND SR-57,-117.8065739,34.0651133,SR-57 AND SR-210,-117.8243558,34.1205105,I-15 AND SR-210,-117.495885,34.136374,I-15 AND US-395,-117.401725,34.399341,SR-58 AND US-395,-117.542579,34.996049,SR-58 AND SR-223,-118.658242,35.264251,I-5 AND SR-223,-119.1629213,35.209104,I-5 AND I-580,-121.340756,37.596558,I-580 AND I-680,-121.922687,37.700955,SR-242 AND I-680,-122.052482,37.958309,SR-4 AND SR-242,-122.0359094,38.0060299,SR-4 AND I-680,-122.069861,37.994566,I-80 AND I-680,-122.1379333,38.2163797,SR-37 AND I-80,-122.219901,38.139415,,,,,,,,,,,,,,,,,,
e22-114754,2023,01/01/2023,01/07/2023,2 Tractors End to End Make: CAT Model: 305CR; D1 SN: 5G502071; XKL04246,California,Az Line,"955 Marina Blvd, San Leandro, Ca, 94577",* from az line 40 - 040w - 015s - 058w - 099n - 046w - 005n - 580w - 238n - 880n - to marina blvd exit (marina blvd e/b off ramp exit number 33a) *,"az line Az Line, California",I-10 and Arizona Line,-114.5309445,33.6047557,I-15 AND I-40,-117.008954,34.886545,I-15 AND SR-58,-117.076548,34.870725,SR-58 AND SR-99,-119.0395304,35.3526592,SR-46 AND SR-99,-119.2112125,35.6017319,I-5 AND SR-46,-119.653306,35.616297,I-5 AND I-580,-121.340756,37.596558,SR-238 AND I-580,-122.097650,37.690007,SR-238 AND I-880,-122.134700,37.689526,I-880 AND MARINA BLVD  (MARINA BLVD E/B OFF RAMP  NUMBER 33A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e22-114857,2023,01/01/2023,01/07/2023,MODULAR BUILDING,California,Manteca    (787 Spreckles Ave),Corcoran   (1300 Letts Ave),* from yosemite ave e/b on ramp - 099s - 120w - 005s - 198e - to stratford exit (avenal cutoff s/b off ramp) * from jackson ave - 041s - to kansas ave exit (kansas ave) * from kansas ave - 043s - to whitley ave exit (whitley ave) *,"yosemite ave Manteca    (787 Spreckles Ave), California",yosemite ave and SR-99,-121.191303,37.797516,SR-99 AND SR-120,-121.191302,37.797509,I-5 AND SR-120,-121.303462,37.787210,I-5 AND SR-198,-120.2439689,36.2543345,SR-198 AND STRATFORD  (AVENAL CUTOFF S/B OFF RAMP) * FROM JACKSON AVE,,,STRATFORD  (AVENAL CUTOFF S/B OFF RAMP) * FROM JACKSON AVE AND SR-41,,,SR-41 AND KANSAS AVE  (KANSAS AVE) * FROM KANSAS AVE,,,KANSAS AVE  (KANSAS AVE) * FROM KANSAS AVE AND SR-43,,,SR-43 AND WHITLEY AVE  (WHITLEY AVE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e22-114790,2023,01/01/2023,01/07/2023,FIXTURE FOR EMPTY F-19 2ND STAGE ROCKET - non hazmat,California,I-8 & Arizona S/L,Hawthorne,* from az line 8 - 008w - 111n - 078w - 086n - 010w - 215n - 210w - 605s - 105w - to crenshaw blvd exit (crenshaw blvd s/b off ramp exit number 5) *,"az line I-8 & Arizona S/L, California",I-8 and Arizona Line,-114.608218,32.698957,I-8 AND SR-111,-115.501143,32.773791,SR-78 AND SR-111,-115.501324,32.978586,SR-78 AND SR-86,-115.855248,33.125824,I-10 AND SR-86,-116.1932279,33.7178667,I-10 AND I-215,-117.2964956,34.0641924,SR-210 AND I-215,-117.319360,34.144444,SR-210 AND I-605,-117.957446,34.134298,I-105 AND I-605,-118.1048384,33.9139358,I-105 AND CRENSHAW BLVD  (CRENSHAW BLVD S/B OFF RAMP  NUMBER 5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-029274,2023,04/11/2023,04/17/2023,CAT 637 SCRAPER,California,Carlsbad,Irwindale,* from poinsettia ln w/b on ramp - 005n - to las pulgas rd exit (las pulgas rd e/b off ramp exit number 62) -detour via ramp- from las pulgas rd w/b on ramp - 005n - to state college blvd exit (state college blvd w/b off ramp exit number 107c) - from state college blvd w/b on ramp - 005s - 022w - 405n - 605n - to lower azusa rd exit (lower azusa rd e/b off ramp) *,"poinsettia ln Carlsbad, California",poinsettia ln and I-5,-117.3105525,33.1034129,I-5 AND LAS PULGAS RD  (LAS PULGAS RD E/B OFF RAMP  NUMBER 62),,,LAS PULGAS RD  (LAS PULGAS RD E/B OFF RAMP  NUMBER 62) AND DETOUR VIA RAMP,,,DETOUR VIA RAMP AND LAS PULGAS RD W/B ON RAMP,,,LAS PULGAS RD W/B ON RAMP AND I-5,,,I-5 AND STATE COLLEGE BLVD  (STATE COLLEGE BLVD W/B OFF RAMP  NUMBER 107C),,,STATE COLLEGE BLVD  (STATE COLLEGE BLVD W/B OFF RAMP  NUMBER 107C) AND STATE COLLEGE BLVD W/B ON RAMP,,,STATE COLLEGE BLVD W/B ON RAMP AND I-5,,,I-5 AND SR-22,-117.876860,33.778977,SR-22 AND I-405,-118.085186,33.774544,I-405 AND I-605,-118.0938338,33.7863509,I-605 AND LOWER AZUSA RD  (LOWER AZUSA RD E/B OFF RAMP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-001739,2023,01/12/2023,01/18/2023,(1) EMPTY WATER TANK,California,Hanford,Fort Bragg,* from 11th ave n/b on ramp - 198w - 5n - 580w - 680n - 780w - 80e - 37w - 101n - 175e to east side rd(east jct) / old river rd exit (east side rd(east jct)) * from sanford ranch rd/old river rd - 222w - 101n - 020w - 1n to mill creek dr exit *,"11th ave Hanford, California",11th ave and SR-198,-119.6550819,36.3213196,I-5 AND SR-198,-120.2439689,36.2543345,I-5 AND I-580,-121.340756,37.596558,I-580 AND I-680,-121.922687,37.700955,I-680 AND SR-780,-122.1304573,38.0510052,I-80 AND SR-780,-122.2304448,38.091502,SR-37 AND I-80,-122.219901,38.139415,SR-37 AND US-101,-122.545811,38.079601,US-101 AND SR-175,-123.116552,38.971239,SR-175 AND SR-222,,,US-101 AND SR-222,-123.195730,39.135921,SR-20 AND US-101,-123.206635,39.240908,SR-1 AND SR-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e22-115097,2023,01/02/2023,01/08/2023,TRAILER MOUNTED GUPPY,California,Hesperia,Victorville,* from 3 flags rd - 395s - to joshua st exit (joshua st) * from joshua st e/b on ramp - 15n - to rte 18  apple valley exit ('d' st w/b off ramp exit 153a) *,"3 flags rd Hesperia, California",3 flags rd and US-395,-117.3991953,34.4102256,US-395 AND JOSHUA ST  (JOSHUA ST) * FROM JOSHUA ST E/B ON RAMP,,,JOSHUA ST  (JOSHUA ST) * FROM JOSHUA ST E/B ON RAMP AND I-15,,,I-15 AND SR-18,-117.300712,34.545369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-000824,2023,01/05/2023,01/11/2023,CAT D8 DOZER,California,Rancho Bernardo,Lakeside,* from camino del norte e/b on ramp - 015s - 052e - 067n - to mapleview st exit (mapleview st/lake jennings park rd) *,"camino del norte e Rancho Bernardo, California",camino del norte e and I-15,-117.0832461,32.9978623,I-15 AND SR-52,-117.120651,32.841860,SR-52 AND SR-67,-116.962491,32.8322913,SR-67 AND MAPLEVIEW ST  (MAPLEVIEW ST/LAKE JENNINGS PARK RD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e22-114817,2023,01/01/2023,01/07/2023,Liebherr L-18 Drill (9P8),California,Los Angeles,Lodi,* from paxton st s/b on ramp - 210w - 005n - to templin highway exit (templin highway e/b off ramp exit number 183) - detour via ramps - from templin highway w/b on ramp - 005n - 099n - to rte 12 west/fairfield/kettleman lane exit (kettleman lane e/b off ramp exit number 264b) *,"paxton st Los Angeles, California",paxton st and SR-210,-118.406983,34.2875554,I-5 AND SR-210,-118.4903133,34.3159777,I-5 AND TEMPLIN HIGHWAY  (TEMPLIN HIGHWAY E/B OFF RAMP  NUMBER 183),,,TEMPLIN HIGHWAY  (TEMPLIN HIGHWAY E/B OFF RAMP  NUMBER 183) AND DETOUR VIA RAMPS,,,DETOUR VIA RAMPS AND TEMPLIN HIGHWAY W/B ON RAMP,,,TEMPLIN HIGHWAY W/B ON RAMP AND I-5,,,I-5 AND SR-99,-121.540221,38.669260,SR-12 AND SR-99,-121.2578895,38.1162481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23-001576,2023,01/09/2023,01/15/2023,"UNLADEN W/DUNNAGE, RIGGING & PILOT CAR",California,Lakeside,State Line,* from scripps poway pkwy / rio maria rd - 067s - 052w - 015n - 395n - 006e - to nv line *,"scripps poway pkwy Lakeside, California",scripps poway pkwy and SR-67,-116.9691209,32.9548842,SR-52 AND SR-67,-116.962491,32.8322913,I-15 AND SR-52,-117.120651,32.841860,I-15 AND US-395,-117.401725,34.399341,US-6 AND US-395,-118.395565,37.374158,US-6 AND NV LINE,-118.435290,37.901276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
