permitnumber,year,permitvalidfrom,permitvalidto,loaddescription,state,origin,destination,route_location_origin,authorizedhighways,route_location_1,route_location_2,route_location_3,route_location_4,route_location_5,route_location_6,route_location_7,route_location_8,route_location_9,route_location_10,route_location_11,route_location_12,route_location_13,route_location_14,route_location_15,route_location_16,route_location_17,route_location_18,route_location_19,route_location_20,route_location_21,route_location_22,route_location_23,route_location_24
e24-000189,2024,01/05/2024,01/11/2024,1 Rock Truck Model: CAT,California,Az Line  10,"31426 Gonzaga Rd, Gustine, Ca, 95322","az line Az Line  10, California",* from az line 62 -62w -177s -10w -215n -210w -134w -2e -210w -5n - to templin highway e/b off ramp exit # 183 - detour via ramps - from templin highway w/b on ramp -5n -33s - to gonzaga rd exit  *,SR-62,SR-177,I-10,I-215,SR-210,SR-134,SR-2,SR-210,I-5,templin highway,detour via ramps,templin highway,I-5,SR-33,gonzaga rd,None,None,None,None,None,None,None,None,None
e24-000410,2024,01/03/2024,01/09/2024,TOPSTAR PANEL,California,Az Line,"10825 7Th St Rancho Cucamonga, Ca","az line Az Line, California",* from az line 40 - 040w - 015s - to 4th st exit (4th st w/b off ramp) *,I-40,I-15,SR-4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e24-000413,2024,01/05/2024,01/11/2024,TURBINE BASE,California,Az Line 8,San Diego,"az line Az Line 8, California",* from az line 8 - 008w - 015n - to balboa ave exit (balboa ave w/b off ramp exit number 9) *,I-8,I-15,balboa ave,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e24-000493,2024,01/05/2024,01/11/2024,BOAT,California,Hungtington Beach,Long Beach,"warner ave Hungtington Beach, California",* from warner ave - 001n - to magnolia ave exit (magnolia ave) *,SR-1,magnolia ave,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e24-000199,2024,01/03/2024,01/09/2024,1 wheel loader Model: 744P,California,Az Line,"20 Iowa Ave, Riverside, Ca, 92507","az line Az Line, California",* from az line 40 - 040w - 015s - 215s - to iowa ave exit (iowa ave e/b off ramp) *,I-40,I-15,I-215,iowa ave,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e24-000411,2024,01/03/2024,01/09/2024,1 Dozer Model: 850L,California,Az Line,"20 Iowa Ave, Riverside, Ca, 92507","az line Az Line, California",* from az line 40 - 040w - 015s - 215s - to iowa ave exit (iowa ave e/b off ramp) *,I-40,I-15,I-215,iowa ave,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e24-000807,2024,01/07/2024,01/13/2024,GENERATOR ENCLOSURE,California,Nv Line,Santa Clara,"nv line Nv Line, California",* from nv line 6 - 006w - 395s - 014s - 058w - 223w - 005n - 580w - to san ramon rd exit (foothill rd s/b off ramp) ** from stoneridge dr e/b on ramp - 680s - 101n - to trimble rd exit (de la cruz blvd w/b off ramp exit # 391) *,US-6,US-395,SR-14,SR-58,SR-223,I-5,I-580,san ramon rd,I-680,US-101,trimble rd,None,None,None,None,None,None,None,None,None,None,None,None,None
e24-000808,2024,01/07/2024,01/13/2024,UNLADEN,California,Santa Clara,Nv,"san tomas expwy e Santa Clara, California",* from san tomas expwy e/b on ramp - 101s - 880n - 262n (mission blvd) - 680n - 080e - to nv line 80 exit *,US-101,I-880,SR-262,I-680,I-80,nv line,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e24-000422,2024,01/03/2024,01/09/2024,CRANE HOUSE,California,Stockton,Az Line 10,"wilson way Stockton, California",* from wilson way s/b on ramp - 004e - 099s - 120w - 005s - 046e - 043s - to rosedale hwy/sidding rd exit (rosedale hwy/sidding rd) ** from mohawk st - 058e - 099s - 058e - 395s - 015s - 010e - 177n - 062e - 095s - 010e - to az line 10 exit *,SR-4,SR-99,SR-120,I-5,SR-46,SR-43,rosedale hwy,SR-58,SR-99,SR-58,US-395,I-15,I-10,SR-177,SR-62,US-95,I-10,az line,None,None,None,None,None,None
e24-000415,2024,01/03/2024,01/09/2024,AC UNIT,California,Az Line,"1954 Tandem Way Norco, Ca","az line Az Line, California",* from az line 10 - 010w - 060w - 215n - 060w - 015s - to sixth st exit (sixth st(norco) w/b off ramp) *,I-10,SR-60,I-215,SR-60,I-15,sixth st,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e24-000448,2024,01/06/2024,01/12/2024,1 AIRBUS A332 HELICOPTER,California,"614 Terminal Way, San Pedro, Ca",Or Line @ I-5,"ferry st 614 Terminal Way, San Pedro, Ca, California",* from ferry st/seaside ave w/b on ramp - 047s - 110n - 405n - 005n - to or line 5 exit *,SR-47,SR-110,I-405,I-5,or line,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e24-000418,2024,01/03/2024,01/09/2024,TRANE AC UNIT,California,Az Line,"2144 O'Toole Ave, San Jose, Ca 95131","az line Az Line, California",* from az line 40 - 040w - 015s - 058w - 099n - 046w - 005n - 152w - 156w - 101n - 880n - to brokaw rd exit (brokaw rd e/b off ramp exit number 5) *,I-40,I-15,SR-58,SR-99,SR-46,I-5,SR-152,SR-156,US-101,I-880,brokaw rd,None,None,None,None,None,None,None,None,None,None,None,None,None
e24-000445,2024,01/06/2024,01/12/2024,1 SIKORSKY UH-60 HELICOPTER,California,"265 Durley Ave, Camarillo, Ca",Az Line @ I-10,"las posas rd 265 Durley Ave, Camarillo, Ca, California",* from las posas rd e/b on ramp - 101s - 134e - 210e - 057s - 010e - to corn springs rd exit (corn springs rd s/b off ramp exit number 201) - detour via ramps - from corn springs rd n/b on ramp - 010e - to az line 10 exit *,US-101,SR-134,SR-210,SR-57,I-10,corn springs rd,detour via ramps,corn springs rd,I-10,az line,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e24-000424,2024,01/06/2024,01/12/2024,F35 AIRCRAFT FUSELAGE SECTION,California,"3520 East Ave M, Palmdale, Ca",Nv Line @ I-15,"ave 3520 East Ave M, Palmdale, Ca, California",* from ave `m` w/b on ramp - 014n - to business 58 east exit (mojave-barstow hwy (south jct)) ** from mojave-barstow hwy(e jct) n/b on ram - 058e - 015n - to nv line 15 exit *,SR-14,business 58 east,barstow hwy,barstow hwy,SR-58,I-15,nv line,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e24-000428,2024,01/06/2024,01/12/2024,F35 AIRCRAFT FUSELAGE SECTION,California,"3520 East Ave M, Palmdale, Ca",Nv Line @ I-15,"ave 3520 East Ave M, Palmdale, Ca, California",* from ave `m` w/b on ramp - 014n - to business 58 east exit (mojave-barstow hwy (south jct)) ** from mojave-barstow hwy(e jct) n/b on ram - 058e - 015n - to nv line 15 exit *,SR-14,business 58 east,barstow hwy,barstow hwy,SR-58,I-15,nv line,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e24-000417,2024,01/06/2024,01/12/2024,MACHINING CENTER,California,Az Line 40,Anaheim,"az line Az Line 40, California",* from az line 40 - 040w - 015s - 210w - 057s - 060w - 057s - 091e - to tustin ave exit (tustin ave n/b off ramp) *,I-40,I-15,SR-210,SR-57,SR-60,SR-57,SR-91,tustin ave,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e24-000423,2024,01/05/2024,01/11/2024,LINKBELT 250 EXCAVATOR,California,Oroville,Marysville,"ophir rd Oroville, California",* from ophir rd/pacific heights rd - 070w - to east gridley rd exit (east gridley rd/stimpson ln) ** from east gridley rd/magnolia st - 099s - 020e - to 10th st exit (10th st) *,SR-70,east gridley rd,SR-99,SR-20,I-10,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e24-000421,2024,01/03/2024,01/09/2024,"TRACTORS  (3, END-TO-END)",California,Port Hueneme,Firebaugh,"rose ave Port Hueneme, California",* from rose ave e/b on ramp - 101n - 232n - 118w - 126e - 005n - 033n - to nees ave exit (nees ave/12th st) *,US-101,SR-232,SR-118,SR-126,I-5,SR-33,nees ave,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e24-000427,2024,01/03/2024,01/09/2024,CRANE TRACK,California,Stockton,Az Line 40,"el dorado st Stockton, California",* fremont st under 5 ** center st under 4 ** from el dorado st n/b on ramp - 004e - 099s - 058e - 015n - 040e - to az line 40 exit *,SR-4,SR-99,SR-58,I-15,I-40,az line,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e24-000449,2024,01/03/2024,01/09/2024,CAT 740 Rock Truck,California,Santa Ana,Nv,"harbor blvd Santa Ana, California",* from harbor blvd n/b on ramp - 022e - 057n - 060e - 057n - 210e - 015n - to nv line 15 exit *,SR-22,SR-57,SR-60,SR-57,SR-210,I-15,nv line,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e24-000454,2024,01/06/2024,01/12/2024,HEAT DUCT,California,Arizona Line,El Segundo,"az line Arizona Line, California",* from az line 10 - 010w - to  corn springs rd n/b off ramp exit #201-detour via ramps- from corn springs rd s/b on  ramp - 010w - 215n - 210w - 605s - 105w - 001s - to el segundo blvd exit (el segundo blvd) *,I-10,corn springs rd,detour via ramps,corn springs rd,I-10,I-215,SR-210,I-605,I-105,SR-1,el segundo blvd,None,None,None,None,None,None,None,None,None,None,None,None,None
e24-000469,2024,01/03/2024,01/09/2024,CAT EXCAVATOR,California,Riverside,Menifee,"alessandro blvd Riverside, California",* from alessandro blvd e/b on ramp - 215s - to scott rd exit (scott rd w/b off ramp) *,I-215,scott rd,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e24-000459,2024,01/03/2024,01/09/2024,MACHINING CENTER,California,Long Beach,Az Line,"harbor scenic dr Long Beach, California",* from harbor scenic dr on ramp - 710n - 105e - 605n - 210e - 215s - 010e - to corn springs rd exit (corn springs rd s/b off ramp exit number 201) - detour via ramps - from corn springs rd n/b on ramp - 010e - to az line 10 exit *,I-710,I-105,I-605,SR-210,I-215,I-10,corn springs rd,detour via ramps,corn springs rd,I-10,az line,None,None,None,None,None,None,None,None,None,None,None,None,None
e24-000447,2024,01/03/2024,01/09/2024,ESS STORAGE SYSTEM WT37376 W2GFIG 0103,California,Wilmington,Wilmington,"harry bridges blvd Wilmington, California",* from harry bridges blvd w/b on ramp - 110n - to sepulveda blvd exit (sepulveda blvd e/b off ramp exit number 5) * * wilmington ave uc under rte 405 * * central ave oc over rte 91 *,SR-110,sepulveda blvd,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e24-000451,2024,01/03/2024,01/09/2024,JD 210G EXCAVATOR #1395276,California,Lodi,Nevada State Line,"turner rd Lodi, California",* from turner rd e/b on ramp - 099n - 050w - 080w - 113n - 005n - to rte 113 north/yuba city exit (east st w/b off ramp exit number 538) ** from east st w/b on ramp - 005s - 080e - to nv line 80 exit *,SR-99,US-50,I-80,SR-113,I-5,SR-113,I-5,I-80,nv line,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e24-000460,2024,01/03/2024,01/09/2024,MANUFACTURED HOUSING,California,Riverside,Santa Barbara,"van buren blvd Riverside, California",* from van buren blvd n/b on ramp - 060w - 015n - 210w - 005n - 166w - 033s - 166w - 101s - to state st exit (state st e/b off ramp exit number 101b) ** from state st - 154w - to rte 192 east exit (cathedral oaks rd s/b off ramp) *,SR-60,I-15,SR-210,I-5,SR-166,SR-33,SR-166,US-101,state st,SR-154,SR-192,None,None,None,None,None,None,None,None,None,None,None,None,None
e24-000550,2024,01/04/2024,01/10/2024,BATTERY,California,Los Angeles,Wilmington,"navy way Los Angeles, California",* from navy way - 047s - 110n - to sepulveda blvd exit (sepulveda blvd e/b off ramp exit number 5) *,SR-47,SR-110,sepulveda blvd,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e24-000458,2024,01/06/2024,01/12/2024,GENERATOR #1395367,California,Nevada State Line,Redding,"nv line Nevada State Line, California",* from nv line 80 - 080w - 005n - to twin view blvd exit (twin view blvd e/b off ramp exit number 681) *,I-80,I-5,twin view blvd,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e24-000455,2024,01/03/2024,01/09/2024,EMPTY STEEL TANK,California,Us/Mx Border 7,Ontario,"mexico border Us/Mx Border 7, California",* from mexico border - 007n - to chp truck insp facility exit (chp truck insp facility e/b off ramp) ** from chp truck insp facility w/b on ramp - 007n - 008w - 111n - 078w - 086n - 010w - to etiwanda ave exit (etiwanda ave s/b off ramp exit number 59) *,SR-7,chp truck insp facility,SR-7,I-8,SR-111,SR-78,SR-86,I-10,etiwanda ave,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e24-000234,2024,01/06/2024,01/12/2024,LIGHT RAIL VEHICLE (ALSTOM METRO),California,Mare Island,Lawndale,"n Mare Island, California",* from n. gate/railroad ave n/b onramp - 37e - 80e - 680s - 4e - 242s - 680s - 580e - 5s - 119e - to taft highway/panama rd ** from panama rd - 184n - 58e - 395s - 15s - to jurupa st e/b offramp ** from jurupa st w/b onramp - 15n - 210w - to irwindale ave s/b off ramp exit number 38) *rivergrade road under 605** from lower azusa rd e/b on ramp - 605s - 105w - 1s - to rosecrans ave exit*,SR-37,I-80,I-680,SR-4,SR-242,I-680,I-580,I-5,SR-119,taft highway,SR-184,SR-58,US-395,I-15,jurupa st,I-15,SR-210,irwindale ave,I-605,I-105,SR-1,rosecrans ave,None,None
e24-000466,2024,01/06/2024,01/12/2024,SPACEX 2ND STAGE ROCKET,California,Hawthorne,Az Line 10,"crenshaw blvd Hawthorne, California",* from crenshaw blvd n/b on ramp - 105e - 605n - 210e - 215s - 10e - to corn springs rd s/b off ramp # 201 - detour via ramps - from corn springs rd n/b on ramp - 10e - to az line 10 *,I-105,I-605,SR-210,I-215,I-10,corn springs rd,detour via ramps,corn springs rd,I-10,az line,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e24-000462,2024,01/04/2024,01/10/2024,90' UTILITY POLE,California,Fresno,Bakersfield,"ashlan ave Fresno, California",* from ashlan ave e/b on ramp - 099s - 058w - to mohawk st exit (mohawk st) *,SR-99,SR-58,mohawk st,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
e24-000463,2024,01/04/2024,01/10/2024,85' UTILITY POLE,California,Fresno,Bakersfield,"ashlan ave Fresno, California",* from ashlan ave e/b on ramp - 099s - 058w - to mohawk st exit (mohawk st) *,SR-99,SR-58,mohawk st,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
