permitnumber,year,permitvalidfrom,permitvalidto,loaddescription,state,origin,destination,authorizedhighways,route_location_origin,route_intersection_0,route_intersection_1,route_intersection_2,route_intersection_3,route_intersection_4,route_intersection_5,route_intersection_6,route_intersection_7,route_intersection_8,route_intersection_9,route_intersection_10,route_intersection_11,route_intersection_12,route_intersection_13,route_intersection_14,route_intersection_15,route_intersection_16,route_intersection_17,route_intersection_18,route_intersection_19,route_intersection_20,route_intersection_21,route_intersection_22,route_intersection_23,route_intersection_destination
e23-001254,2023,01/09/2023,01/15/2023,VFD - UNIT 196,California,Kern County,Bakersfield,* from arnold ave - 033s - to midway rd exit (midway rd/co rd p268d) * from midway rd - 119e - 043n - to rosedale hwy/sidding rd exit (rosedale hwy/sidding rd) *,"arnold ave Kern County, California",arnold ave and SR-33,SR-33 and midway rd  (midway rd/co rd p268d) * from midway rd,midway rd  (midway rd/co rd p268d) * from midway rd and SR-119,SR-119 and SR-43,SR-43 and rosedale hwy/sidding rd  (rosedale hwy/sidding rd),,,,,,,,,,,,,,,,,,,,SR-43 and rosedale hwysidding rd Bakersfield
e23-001255,2023,01/09/2023,01/15/2023,PIPE TUB 1 - UNIT 197,California,Kern County,Bakersfield,* from arnold ave - 033s - to midway rd exit (midway rd/co rd p268d) * from midway rd - 119e - 043n - to rosedale hwy/sidding rd exit (rosedale hwy/sidding rd) *,"arnold ave Kern County, California",arnold ave and SR-33,SR-33 and midway rd  (midway rd/co rd p268d) * from midway rd,midway rd  (midway rd/co rd p268d) * from midway rd and SR-119,SR-119 and SR-43,SR-43 and rosedale hwy/sidding rd  (rosedale hwy/sidding rd),,,,,,,,,,,,,,,,,,,,SR-43 and rosedale hwysidding rd Bakersfield
e23-000307,2023,01/04/2023,01/10/2023,CAT 322C LOG LOADER,California,Dunnigan,Oregon @ Hwy 97,* from co rd 8 w/b on ramp - 005n - 097n - to or line 97 exit *,"co rd Dunnigan, California",co rd and I-5,I-5 and US-97,US-97 and or line 97,,,,,,,,,,,,,,,,,,,,,,US-97 and or line 97 Oregon @ Hwy 97
e23-001257,2023,01/09/2023,01/15/2023,MUD PIT 1 - UNIT 205,California,Kern County,Bakersfield,* from arnold ave - 033s - to midway rd exit (midway rd/co rd p268d) * from midway rd - 119e - 043n - to rosedale hwy/sidding rd exit (rosedale hwy/sidding rd) *,"arnold ave Kern County, California",arnold ave and SR-33,SR-33 and midway rd  (midway rd/co rd p268d) * from midway rd,midway rd  (midway rd/co rd p268d) * from midway rd and SR-119,SR-119 and SR-43,SR-43 and rosedale hwy/sidding rd  (rosedale hwy/sidding rd),,,,,,,,,,,,,,,,,,,,SR-43 and rosedale hwysidding rd Bakersfield
e23-000300,2023,01/04/2023,01/10/2023,980M LOADER,California,Anderson,Redding,* from latona rd - 273n - to s bonnyview rd/cedars rd exit (s bonnyview rd/cedars rd) *,"latona rd Anderson, California",latona rd and SR-273,SR-273 and s bonnyview rd/cedars rd  (s bonnyview rd/cedars rd),,,,,,,,,,,,,,,,,,,,,,,SR-273 and s bonnyview rdcedars rd Redding
e23-001259,2023,01/09/2023,01/15/2023,MUD PIT 2 - UNIT 206,California,Kern County,Bakersfield,* from arnold ave - 033s - to midway rd exit (midway rd/co rd p268d) * from midway rd - 119e - 043n - to rosedale hwy/sidding rd exit (rosedale hwy/sidding rd) *,"arnold ave Kern County, California",arnold ave and SR-33,SR-33 and midway rd  (midway rd/co rd p268d) * from midway rd,midway rd  (midway rd/co rd p268d) * from midway rd and SR-119,SR-119 and SR-43,SR-43 and rosedale hwy/sidding rd  (rosedale hwy/sidding rd),,,,,,,,,,,,,,,,,,,,SR-43 and rosedale hwysidding rd Bakersfield
e23-000190,2023,01/03/2023,01/09/2023,CAT D9T W/BLADE,California,"22101 Sunset Ave, Los Banos, Ca","52 El Charro Rd, Pleasanton, Ca",* from almond drive - 165s - 005n - 580w - to el charro rd exit (el charro rd s/b off ramp exit number 48) *,"almond drive 22101 Sunset Ave, Los Banos, Ca, California",almond drive and SR-165,SR-165 and I-5,I-5 and I-580,I-580 and el charro rd  (el charro rd s/b off ramp  number 48),,,,,,,,,,,,,,,,,,,,,"I-580 and el charro rd 52 El Charro Rd, Pleasanton, Ca"
e23-000259,2023,01/03/2023,01/09/2023,CAT 345 EXCAVATOR,California,Ontario,Upland,* from cantu-galleano ranch rd e/b on ramp - 15n - 10w - to mountain ave exit (mountain ave n/b off ramp) *,"cantu Ontario, California",cantu and galleano ranch rd e/b on ramp,galleano ranch rd e/b on ramp and I-15,I-15 and I-10,I-10 and mountain ave  (mountain ave n/b off ramp),,,,,,,,,,,,,,,,,,,,,I-10 and mountain ave Upland
e23-000301,2023,01/03/2023,01/09/2023,3 Axle Drill Rig,California,Ventura,Ojai,* from old creek rd - 033n - 150e - to bryant st exit (bryant st) *,"old creek rd Ventura, California",old creek rd and SR-33,SR-33 and SR-150,SR-150 and bryant st  (bryant st),,,,,,,,,,,,,,,,,,,,,,SR-150 and bryant st Ojai
e23-000311,2023,01/06/2023,01/12/2023,428 - 90 TON RT CRANE,California,Long Beach,Newport Beach,* from paramount blvd n/b on ramp - 091e - 605s - 405s - 022e - 005s - 055s - 073s - to jamboree rd exit (jamboree rd w/b off ramp exit number 15) *,"paramount blvd Long Beach, California",paramount blvd and SR-91,SR-91 and I-605,I-605 and I-405,I-405 and SR-22,SR-22 and I-5,I-5 and SR-55,SR-55 and SR-73,SR-73 and jamboree rd  (jamboree rd w/b off ramp  number 15),,,,,,,,,,,,,,,,,SR-73 and jamboree rd Newport Beach
e23-000334,2023,01/03/2023,01/09/2023,Military Vehicle,California,"Imperial Beach,Ca",Or Line 5,* from palm ave e/b on ramp - 005n - 015n - 805n - 005n - 134w - 101n - 680n - 080e - 505n - 005n - to or line 5 exit *,"palm ave Imperial Beach,Ca, California",palm ave and I-5,I-5 and I-15,I-15 and I-805,I-805 and I-5,I-5 and SR-134,SR-134 and US-101,US-101 and I-680,I-680 and I-80,I-80 and I-505,I-505 and I-5,I-5 and or line 5,,,,,,,,,,,,,,I-5 and or line 5 Or Line 5
e23-000304,2023,01/03/2023,01/09/2023,2 Cooling Towers Inline,California,15341 Road 28 1/2 Madera Ca,Az Line,* from gateway dr - 145s - 099s - 058e - 015n - 040e - to az line 40 exit *,"gateway dr 15341 Road 28 1/2 Madera Ca, California",gateway dr and SR-145,SR-145 and SR-99,SR-99 and SR-58,SR-58 and I-15,I-15 and I-40,I-40 and az line 40,,,,,,,,,,,,,,,,,,,I-40 and az line 40 Az Line
e23-000306,2023,01/03/2023,01/09/2023,UNLADEN,California,Oregon @ Hwy 5,Dunnigan,* from or line 5 - 005s - to road 8 exit (co rd 8 e/b off ramp exit number 554) *,"or line Oregon @ Hwy 5, California",or line Oregon @ Hwy and I-5,I-5 and road 8  (co rd 8 e/b off ramp  number 554),,,,,,,,,,,,,,,,,,,,,,,I-5 and road 8 Dunnigan
e23-000308,2023,01/05/2023,01/11/2023,RAIL CAR,California,Pittsburg,Hayward,* from loveridge rd s/b on ramp - 004w - 680s - 580w - 238n - 880s - to whipple rd exit (whipple rd e/b off ramp) *,"loveridge rd Pittsburg, California",loveridge rd and SR-4,SR-4 and I-680,I-680 and I-580,I-580 and SR-238,SR-238 and I-880,I-880 and whipple rd  (whipple rd e/b off ramp),,,,,,,,,,,,,,,,,,,I-880 and whipple rd Hayward
e23-000204,2023,01/03/2023,01/09/2023,SWING LOADER,California,Alturas,Or Line 395,* from co rd 70 - 299e - 395n - to or line 395 *,"co rd Alturas, California",co rd and SR-299,SR-299 and US-395,US-395 and or line 395,,,,,,,,,,,,,,,,,,,,,,US-395 and or line 395 Or Line 395
e23-000321,2023,01/03/2023,01/09/2023,GROVE 750 R/T CRANE,California,Gilroy,Fontana,* from templin highway e/b on ramp - 005s - 210e - to gould ave exit (gould ave s/b off ramp exit number 21) ** from foothill blvd on ramp - 210e - to madre st exit (madre st s/b off ramp) ** from colorado blvd n/b on ramp - 210e - 057s - 010e - to cherry ave exit (cherry ave n/b off ramp) *,"templin highway Gilroy, California",templin highway and I-5,I-5 and SR-210,SR-210 and gould ave  (gould ave s/b off ramp  number 21) ** from foothill blvd on ramp,gould ave  (gould ave s/b off ramp  number 21) ** from foothill blvd on ramp and SR-210,SR-210 and madre st  (madre st s/b off ramp) ** from colorado blvd n/b on ramp,madre st  (madre st s/b off ramp) ** from colorado blvd n/b on ramp and SR-210,SR-210 and SR-57,SR-57 and I-10,I-10 and cherry ave  (cherry ave n/b off ramp),,,,,,,,,,,,,,,,I-10 and cherry ave Fontana
e23-000324,2023,01/06/2023,01/12/2023,UNLADEN RACKLEY 10 AXLE W/CRADLES FOR SPACEX 1ST STAGE ROCKET,California,Rialto,Az Line 10,* from alder ave s/b on ramp - 210e - 215s - 010e - to az line 10 exit *,"alder ave Rialto, California",alder ave and SR-210,SR-210 and I-215,I-215 and I-10,I-10 and az line 10,,,,,,,,,,,,,,,,,,,,,I-10 and az line 10 Az Line 10
e23-000310,2023,01/04/2023,01/10/2023,11 OFF ROAD TIRES - STACKED & E/E,California,Long Beach,Az Line,* from o st w/b on ramp - 001s - 710n - 010e - to az line 10 exit *,"o st Long Beach, California",o st and SR-1,SR-1 and I-710,I-710 and I-10,I-10 and az line 10,,,,,,,,,,,,,,,,,,,,,I-10 and az line 10 Az Line
e23-000325,2023,01/05/2023,01/11/2023,Manufactured Home Sn 312,California,Fallbrook,Temecula,* from mission rd(co rd s-13) - 076e - 015n - to rte 79 south indio exit (temecula pkwy e/b off ramp exit number 58) ** from temecula pkwy (pm 15.6) - 079s - to anza rd exit (anza rd) *,"mission rd Fallbrook, California",mission rd and SR-13,SR-13 and SR-76,SR-76 and I-15,I-15 and SR-79,SR-79 and SR-79,SR-79 and anza rd  (anza rd),,,,,,,,,,,,,,,,,,,SR-79 and anza rd Temecula
e23-000315,2023,01/04/2023,01/10/2023,8 OFF ROAD TIRES - STACKED & E/E,California,Long Beach,Az Line,* from o st w/b on ramp - 001s - 710n - 010e - to az line 10 exit *,"o st Long Beach, California",o st and SR-1,SR-1 and I-710,I-710 and I-10,I-10 and az line 10,,,,,,,,,,,,,,,,,,,,,I-10 and az line 10 Az Line
e23-000309,2023,01/04/2023,01/10/2023,8 OFF ROAD TIRES - STACKED & E/E,California,Long Beach,Az Line,* from o st w/b on ramp - 001s - 710n - 010e - to az line 10 exit *,"o st Long Beach, California",o st and SR-1,SR-1 and I-710,I-710 and I-10,I-10 and az line 10,,,,,,,,,,,,,,,,,,,,,I-10 and az line 10 Az Line
e23-000326,2023,01/03/2023,01/09/2023,DISABLED RV,California,Indio,Murrieta,* from golf center pkwy s/b on ramp - 010w - 015s - 060e - to country village rd exit (mission blvd s/b off ramp) ** from rubidoux blvd n/b on ramp - 060e - to main st exit (main st(riverside) s/b off ramp exit number 52b) detour via ramps- from main st(riverside) n/b on ramp - 060e - 215s - 015s - to winchester rd exit (winchester rd w/b off ramp) *,"golf center pkwy Indio, California",golf center pkwy and I-10,I-10 and I-15,I-15 and SR-60,SR-60 and country village rd  (mission blvd s/b off ramp) ** from rubidoux blvd n/b on ramp,country village rd  (mission blvd s/b off ramp) ** from rubidoux blvd n/b on ramp and SR-60,SR-60 and main st  (main st(riverside) s/b off ramp  number 52b) detour via ramps,main st  (main st(riverside) s/b off ramp  number 52b) detour via ramps and main st(riverside) n/b on ramp,main st(riverside) n/b on ramp and SR-60,SR-60 and I-215,I-215 and I-15,I-15 and winchester rd  (winchester rd w/b off ramp),,,,,,,,,,,,,,I-15 and winchester rd Murrieta
e23-000331,2023,01/05/2023,01/11/2023,COMMANDER LOADER,California,San Francisco,Nv State Line I-80,* from san bruno ave w/b on ramp - 101s - 237e - 680n - 080e - to nv line 80 exit *,"san bruno ave San Francisco, California",san bruno ave and US-101,US-101 and SR-237,SR-237 and I-680,I-680 and I-80,I-80 and nv line 80,,,,,,,,,,,,,,,,,,,,I-80 and nv line 80 Nv State Line I-80
e23-000317,2023,01/03/2023,01/09/2023,AC HAYWARD,California,Otay Mesa,3300 Buch Road  Pleasanton,* from siempre viva rd n/b on ramp - 905w - 805n - 015n - 210w - 005n - 580w - to santa rita rd exit (santa rita rd s/b off ramp exit number 47) *,"siempre viva rd Otay Mesa, California",siempre viva rd and SR-905,SR-905 and I-805,I-805 and I-15,I-15 and SR-210,SR-210 and I-5,I-5 and I-580,I-580 and santa rita rd  (santa rita rd s/b off ramp  number 47),,,,,,,,,,,,,,,,,,I-580 and santa rita rd 3300 Buch Road Pleasanton
e23-000339,2023,01/03/2023,01/09/2023,165 SCALPER ASTEC CRUSHER,California,Ventura,Lake Elsinore,* from nardo st - 118e - 210e - to gould ave exit (gould ave s/b off ramp exit number 21) * from foothill blvd on ramp - 210e - 015s - 074w - to central ave @ collier ave exit (central ave @ collier ave) *,"nardo st Ventura, California",nardo st and SR-118,SR-118 and SR-210,SR-210 and gould ave  (gould ave s/b off ramp  number 21) * from foothill blvd on ramp,gould ave  (gould ave s/b off ramp  number 21) * from foothill blvd on ramp and SR-210,SR-210 and I-15,I-15 and SR-74,SR-74 and central ave @ collier ave  (central ave @ collier ave),,,,,,,,,,,,,,,,,,SR-74 and central ave @ collier ave Lake Elsinore
e23-000318,2023,01/03/2023,01/09/2023,AC HAYWARD,California,Otay Mesa,3300 Buch Road  Pleasanton,* from siempre viva rd n/b on ramp - 905w - 805n - 015n - 210w - 005n - 580w - to santa rita rd exit (santa rita rd s/b off ramp exit number 47) *,"siempre viva rd Otay Mesa, California",siempre viva rd and SR-905,SR-905 and I-805,I-805 and I-15,I-15 and SR-210,SR-210 and I-5,I-5 and I-580,I-580 and santa rita rd  (santa rita rd s/b off ramp  number 47),,,,,,,,,,,,,,,,,,I-580 and santa rita rd 3300 Buch Road Pleasanton
e23-000319,2023,01/03/2023,01/09/2023,AC HAYWARD,California,Otay Mesa,3300 Buch Road  Pleasanton,* from siempre viva rd n/b on ramp - 905w - 805n - 015n - 210w - 005n - 580w - to santa rita rd exit (santa rita rd s/b off ramp exit number 47) *,"siempre viva rd Otay Mesa, California",siempre viva rd and SR-905,SR-905 and I-805,I-805 and I-15,I-15 and SR-210,SR-210 and I-5,I-5 and I-580,I-580 and santa rita rd  (santa rita rd s/b off ramp  number 47),,,,,,,,,,,,,,,,,,I-580 and santa rita rd 3300 Buch Road Pleasanton
e23-000328,2023,01/04/2023,01/10/2023,AIR CONDITIONING UNIT,California,Madera,Arizona - 8,* from ave 12 w/b on ramp - 099s - 005s - 210e - 057s - 010e - 086s - 078e - 111s - 008e - to az line 8 exit *,"ave Madera, California",ave and SR-99,SR-99 and I-5,I-5 and SR-210,SR-210 and SR-57,SR-57 and I-10,I-10 and SR-86,SR-86 and SR-78,SR-78 and SR-111,SR-111 and I-8,I-8 and az line 8,,,,,,,,,,,,,,,I-8 and az line 8 Arizona - 8
e23-000329,2023,01/04/2023,01/10/2023,MANKO TILT TABLE GRABBER,California,Az Line 40,Tracy,* from az line 40 - 40w - 15s - 58w - 99n - 46w - 5n - to louise ave w/b off ramp @ 462 * from louise ave w/b on ramp - 5s - 205w - to macarthur dr s/b off ramp # 9 *,"az line Az Line 40, California",az line and I-40,I-40 and I-15,I-15 and SR-58,SR-58 and SR-99,SR-99 and SR-46,SR-46 and I-5,I-5 and louise ave w/b off ramp @ 462 * from louise ave w/b on ramp,louise ave w/b off ramp @ 462 * from louise ave w/b on ramp and I-5,I-5 and I-205,I-205 and macarthur dr s/b off ramp # 9,,,,,,,,,,,,,,,I-205 and macarthur dr sb
e23-000371,2023,01/04/2023,01/10/2023,Mobile Home s/n 39152,California,Sacramento,Santa Rosa,*bradshaw rd oc over 50+* folsom/mayhew r/r oh under 50* watt ave oc over 50 * from auburn blvd on ramp - 080e - to madison ave n/b off ramp * elkhorn blvd oc over 99* powerline rd oc over 5* * from del paso rd e/b on ramp - 5s - 80w - to pedrick rd n/b off ramp ** from currey rd s/b on ramp - 80w - to mason st s/b off ramp * air base pkwy/ waterman oc over 80* * from green valley rd on ramp - 012w - 029s - 037w - 101n - 116e - to frates rd ** from old redwood hwy  w/b on ramp - 101n - to santa rosa ave e/b off ramp *,"auburn blvd Sacramento, California",auburn blvd and I-80,I-80 and madison ave n/b off ramp * elkhorn blvd oc over 99* powerline rd oc over 5* * from del paso rd e/b on ramp,madison ave n/b off ramp * elkhorn blvd oc over 99* powerline rd oc over 5* * from del paso rd e/b on ramp and I-5,I-5 and I-80,I-80 and pedrick rd n/b off ramp ** from currey rd s/b on ramp,pedrick rd n/b off ramp ** from currey rd s/b on ramp and I-80,I-80 and mason st s/b off ramp * air base pkwy/ waterman oc over 80* * from green valley rd on ramp,mason st s/b off ramp * air base pkwy/ waterman oc over 80* * from green valley rd on ramp and SR-12,SR-12 and SR-29,SR-29 and SR-37,SR-37 and US-101,US-101 and SR-116,SR-116 and frates rd ** from old redwood hwy  w/b on ramp,frates rd ** from old redwood hwy  w/b on ramp and US-101,US-101 and santa rosa ave e/b off ramp,,,,,,,,,,US-101 and santa rosa ave eb
e23-000224,2023,01/05/2023,01/11/2023,1 Walk-In Cooler Make: na SN: A220811605,California,Az Line,"11991 Landon Dr., Mira Loma, Ca, 91752",* from az line 10 - 010w - 015s - to cantu-galleano ranch road exit (cantu-galleano ranch rd e/b off ramp) *,"az line Az Line, California",az line and I-10,I-10 and I-15,I-15 and cantu,cantu and galleano ranch road  (cantu,galleano ranch road  (cantu and galleano ranch rd e/b off ramp),,,,,,,,,,,,,,,,,,,,"galleano ranch road 11991 Landon Dr., Mira Loma, Ca, 91752"
e23-000335,2023,01/03/2023,01/09/2023,Hitachi ZX 470G Excavator with BUcket & Compaction Wheel,California,Woodlake,Delano,* from rd 220 - 198w - 099s - to county line rd exit (county line rd e/b off ramp exit number 58) *,"rd Woodlake, California",rd and SR-198,SR-198 and SR-99,SR-99 and county line rd  (county line rd e/b off ramp  number 58),,,,,,,,,,,,,,,,,,,,,,SR-99 and county line rd Delano
e23-000237,2023,01/03/2023,01/09/2023,AIR DRYERS- e/e,California,Az Line,Modesto,* from az line 10 - 010w - 215n - 210w - 005n - 132e - to mc clure rd exit (mc clure rd) *,"az line Az Line, California",az line and I-10,I-10 and I-215,I-215 and SR-210,SR-210 and I-5,I-5 and SR-132,SR-132 and mc clure rd  (mc clure rd),,,,,,,,,,,,,,,,,,,SR-132 and mc clure rd Modesto
e23-000231,2023,01/04/2023,01/10/2023,FENDT 938 TRACTOR,California,Needles,Corcoran,* from needles highway n/b on ramp - 040w - 015s - 058w - 099n - 046w - 043n - to pickerell ave exit (pickerell ave) *,"needles highway Needles, California",needles highway and I-40,I-40 and I-15,I-15 and SR-58,SR-58 and SR-99,SR-99 and SR-46,SR-46 and SR-43,SR-43 and pickerell ave  (pickerell ave),,,,,,,,,,,,,,,,,,SR-43 and pickerell ave Corcoran
e23-000332,2023,01/03/2023,01/09/2023,43 TIARA POWERBOAT,California,Alpine,National City,* from tavern rd s/b on ramp - 008w - 125s - 054w - 005n - to miles of cars way exit (bay marina dr w/b off ramp exit number 10) *,"tavern rd Alpine, California",tavern rd and I-8,I-8 and SR-125,SR-125 and SR-54,SR-54 and I-5,I-5 and miles of cars way  (bay marina dr w/b off ramp  number 10),,,,,,,,,,,,,,,,,,,,I-5 and miles of cars way National City
e23-000233,2023,01/04/2023,01/10/2023,UNLADEN,California,Corcoran,Az Line,* from pickerell ave - 043s - 046e - 099s - 058e - 015n - 040e - to az line 40 exit *,"pickerell ave Corcoran, California",pickerell ave and SR-43,SR-43 and SR-46,SR-46 and SR-99,SR-99 and SR-58,SR-58 and I-15,I-15 and I-40,I-40 and az line 40,,,,,,,,,,,,,,,,,,I-40 and az line 40 Az Line
e23-000384,2023,01/03/2023,01/09/2023,STEEL PARTS OF STAIRWAY ASSEMBLY E/E CRATED FOR PROTECTION QTY 2,California,Us97 @ Or,"18200 Phantom W, Victorville, Ca 92394",* from or line 97 - 097s - 005s - 080w - 050e - 005s - 120e - 099s - 058e - 395s - to air expressway exit (air expressway) *,"or line Us97 @ Or, California",or line and US-97,US-97 and I-5,I-5 and I-80,I-80 and US-50,US-50 and I-5,I-5 and SR-120,SR-120 and SR-99,SR-99 and SR-58,SR-58 and US-395,US-395 and air expressway  (air expressway),,,,,,,,,,,,,,,"US-395 and air expressway 18200 Phantom W, Victorville, Ca 92394"
e23-000230,2023,01/04/2023,01/10/2023,UNLADEN,California,Corcoran,Az Line,* from pickerell ave - 043s - 046e - 099s - 058e - 015n - 040e - to az line 40 exit *,"pickerell ave Corcoran, California",pickerell ave and SR-43,SR-43 and SR-46,SR-46 and SR-99,SR-99 and SR-58,SR-58 and I-15,I-15 and I-40,I-40 and az line 40,,,,,,,,,,,,,,,,,,I-40 and az line 40 Az Line
e23-000336,2023,01/04/2023,01/10/2023,JD 8400 TRACTOR,California,Az Line 8,Calexico,* from az line 8 - 008w - 098w - 007s - to maggio rd exit (maggio rd) *,"az line Az Line 8, California",az line and I-8,I-8 and SR-98,SR-98 and SR-7,SR-7 and maggio rd  (maggio rd),,,,,,,,,,,,,,,,,,,,,SR-7 and maggio rd Calexico
e23-000376,2023,01/04/2023,01/10/2023,Cat 988 Log Loader,California,Redding,Weaverville,* from twin view blvd e/b on ramp - 005s - 044w - 299w - 003n - to washington st exit (washington st) *,"twin view blvd Redding, California",twin view blvd and I-5,I-5 and SR-44,SR-44 and SR-299,SR-299 and SR-3,SR-3 and washington st  (washington st),,,,,,,,,,,,,,,,,,,,SR-3 and washington st Weaverville
